id,year,exper,hours,bluecol,ind,south,smsa,married,union,educ,black,lwage,female,wage
15,86,13,48,no,0,no,no,no,0,14,no,6.39526,0,598.999042729611
15,87,14,41,no,0,no,no,no,0,14,no,6.47697,0,649.9984641235205
15,88,15,48,no,0,no,no,no,0,14,no,6.47697,0,649.9984641235205
16,82,16,50,yes,0,yes,yes,no,0,12,yes,5.97889,0,395.00167286759915
16,83,17,50,yes,0,yes,yes,no,0,12,yes,5.78383,0,325.00156574660696
16,84,18,48,yes,0,yes,yes,no,0,12,yes,5.85793,0,349.9988959325305
16,85,19,48,yes,0,yes,yes,no,0,12,yes,5.95324,0,384.9987163013432
16,86,20,50,yes,0,yes,yes,no,0,12,yes,6.14633,0,467.00034666875354
16,87,21,50,yes,0,yes,yes,no,0,12,yes,6.17587,0,481.001313080921
16,88,22,49,yes,0,yes,yes,no,0,12,yes,6.38856,0,594.9991637009381
17,82,16,49,no,1,no,no,yes,0,14,no,6.62007,1,749.9975951060887
17,83,17,48,no,1,no,no,yes,0,14,no,6.49224,1,660.0001088864979
17,84,18,49,no,1,no,no,yes,0,14,no,6.77992,1,879.9983214260188
17,85,19,50,no,1,no,no,yes,0,14,no,6.74524,1,850.0031029439558
17,86,20,51,no,1,no,no,yes,0,14,no,7.09008,1,1200.0037970746978
17,87,21,46,no,1,no,no,yes,0,14,no,7.1309,1,1250.001462130421
17,88,22,47,no,1,no,no,yes,0,14,no,7.1309,1,1250.001462130421
18,82,25,47,no,1,yes,yes,yes,0,16,no,6.90575,1,997.9967302465157
18,83,26,46,no,1,yes,yes,yes,0,16,no,6.90575,1,997.9967302465157
18,84,27,47,no,1,yes,yes,yes,0,16,no,7.6009,1,1999.9950809218851
18,85,28,47,no,1,yes,yes,yes,0,16,no,7.64969,1,2099.9944902130474
18,86,29,47,no,1,yes,yes,yes,0,16,no,7.71869,1,2250.010135826281
18,87,30,48,no,1,yes,yes,yes,0,16,no,7.78322,1,2399.9903608128684
18,88,31,47,no,1,yes,yes,yes,0,16,no,7.80384,1,2449.9919063433763
19,82,40,37,yes,1,no,yes,yes,1,12,no,6.38688,1,594.0004042987263
19,83,41,49,yes,1,no,yes,yes,1,12,no,6.47389,1,647.999548763883
19,84,42,50,yes,1,no,yes,yes,1,12,no,6.54247,1,693.9986394096112
19,85,43,47,yes,1,no,yes,yes,1,12,no,6.67582,1,792.9974452476807
19,86,44,47,yes,1,no,yes,yes,1,12,no,6.7417,1,846.9994116299141
19,87,45,25,yes,1,no,yes,yes,1,12,no,6.83195,1,926.9966947263448
19,88,46,40,yes,1,no,yes,yes,1,12,no,6.93634,1,1028.9971848306143
20,82,25,50,no,0,no,no,yes,0,16,no,6.78333,1,883.0042378768732
20,83,26,49,no,1,no,no,yes,0,16,no,6.85751,1,950.996136527182
20,84,27,49,no,1,no,no,yes,0,16,no,6.98472,1,1080.0039742795861
20,85,28,48,no,1,no,no,yes,0,16,no,7.0579,1,1162.0023967298946
20,86,29,48,no,1,no,no,yes,0,16,no,7.20564,1,1347.0064973909098
20,87,30,49,no,1,no,no,yes,0,16,no,7.10988,1,1224.0006571997167
20,88,31,48,no,1,no,no,yes,0,16,no,7.26683,1,1432.0037983555508
21,82,28,42,yes,1,yes,no,yes,1,4,no,6.05912,1,427.9986322931763
21,83,29,46,yes,1,yes,no,yes,1,4,no,6.05209,1,425.0003532072695
21,84,30,49,yes,1,yes,no,yes,1,4,no,5.99146,1,399.99818116094247
21,85,31,49,yes,1,yes,no,yes,1,4,no,6.21461,1,500.0009507898083
21,86,32,48,yes,0,yes,no,yes,1,4,no,6.32436,1,558.0005789915291
21,87,33,45,yes,0,yes,no,yes,1,4,no,6.44254,1,627.9998954579801
21,88,34,42,yes,1,yes,no,yes,1,4,no,6.44254,1,627.9998954579801
22,82,20,46,no,0,no,no,yes,0,14,no,6.59987,1,734.9996330786568
22,83,21,45,no,0,no,no,yes,0,14,no,6.59987,1,734.9996330786568
22,84,22,44,no,0,no,no,yes,0,14,no,6.68461,1,799.9986178668522
22,85,23,46,no,0,no,no,yes,0,14,no,6.72743,1,834.9985597507778
22,86,24,47,no,0,no,no,yes,0,14,no,6.88244,1,975.0024657802169
22,87,25,51,no,1,no,no,yes,0,14,no,6.95655,1,1050.004784701754
22,88,26,47,no,0,no,no,yes,0,14,no,7.04752,1,1150.003195443549
23,82,11,50,no,0,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
23,83,12,50,no,0,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
23,84,13,51,no,0,no,yes,yes,0,16,no,7.49554,1,1799.99650101174
23,85,14,50,no,0,no,yes,yes,0,16,no,7.66153,1,2125.0062021222016
23,86,15,48,no,0,no,yes,yes,0,16,no,7.86327,1,2600.008517589061
23,87,16,47,no,0,no,yes,yes,0,16,no,8.03916,1,3100.008089543521
23,88,17,50,no,0,no,yes,yes,0,16,no,7.89357,1,2679.994443012624
24,82,5,30,no,0,no,no,no,0,12,no,5.43808,0,230.00015894772005
24,83,6,51,no,0,no,no,no,0,12,no,5.52146,0,249.99977053454376
24,84,7,51,yes,0,no,no,no,0,12,no,5.57973,0,265.000046113655
24,85,8,52,yes,0,no,no,no,0,12,no,5.66988,0,289.9997323357728
24,86,9,49,yes,0,no,no,no,0,12,no,5.73657,0,309.99928778226877
24,87,10,51,yes,0,no,no,no,1,12,no,5.84354,0,344.9984761275464
24,88,11,50,yes,0,no,no,no,0,12,no,5.85793,0,349.9988959325305
25,82,8,37,no,0,no,yes,yes,1,17,no,6.52942,1,685.000795790838
25,83,9,39,no,0,no,yes,yes,1,17,no,6.57925,1,719.9991273532562
25,84,10,40,no,0,no,yes,yes,1,17,no,6.71538,1,824.9972062786181
25,85,11,38,no,0,no,yes,yes,1,17,no,6.68461,1,799.9986178668522
25,86,12,38,no,0,no,yes,yes,1,17,no,6.79122,1,889.9986981746471
25,87,13,39,no,0,no,yes,yes,1,17,no,6.97541,1,1069.995797630384
25,88,14,41,no,0,no,yes,yes,1,17,no,6.90776,1,1000.0047210290066
26,82,14,48,no,1,yes,yes,yes,0,15,no,6.47697,1,649.9984641235205
26,83,15,47,yes,1,yes,yes,yes,0,15,no,6.55108,1,699.9997654696559
26,84,16,49,no,1,yes,yes,yes,0,15,no,6.86693,1,959.9968469217714
26,85,17,48,no,1,yes,yes,yes,0,15,no,6.85646,1,949.9981146370138
26,86,18,47,no,1,yes,yes,yes,0,15,no,7.27932,1,1450.0016886497845
26,87,19,47,no,1,yes,yes,yes,0,15,no,7.54961,1,1900.0015862070525
26,88,20,48,no,1,yes,yes,yes,0,15,no,7.36708,1,1583.0046542151993
27,82,8,50,no,0,no,yes,no,0,16,no,6.01616,1,410.00116452532893
27,83,9,52,no,0,no,yes,no,0,16,no,6.90575,1,997.9967302465157
27,84,10,48,no,0,no,no,no,0,16,no,7.04752,1,1150.003195443549
27,85,11,50,no,0,no,no,no,0,16,no,7.26193,1,1425.004142904603
27,86,12,50,no,0,no,no,no,0,16,no,7.09008,1,1200.0037970746978
27,87,13,45,no,0,no,no,no,0,16,no,6.96319,1,1057.000014935159
27,88,14,23,no,0,no,no,no,0,16,no,7.31322,1,1499.9994193646608
28,82,26,50,yes,0,no,yes,yes,0,12,no,6.7334,1,839.998410858121
28,83,27,50,yes,0,no,yes,yes,0,12,no,6.69703,1,809.9965593974547
28,84,28,50,yes,0,no,yes,yes,0,12,no,6.68461,1,799.9986178668522
28,85,29,50,yes,0,no,yes,yes,0,12,no,6.74524,1,850.0031029439558
28,86,30,50,yes,0,no,yes,yes,0,12,no,6.73102,1,838.0015917975262
28,87,31,49,yes,0,no,yes,yes,0,12,no,6.80239,1,899.9957130183304
28,88,32,49,yes,0,no,yes,yes,0,12,no,6.74524,1,850.0031029439558
29,82,31,49,no,0,no,yes,yes,0,14,no,6.90575,1,997.9967302465157
29,83,32,49,no,0,no,yes,yes,0,14,no,6.90575,1,997.9967302465157
29,84,33,49,no,0,no,yes,yes,0,14,no,7.06219,1,1166.9980951231441
29,85,34,49,no,0,no,yes,yes,0,14,no,7.57558,1,1949.9909294834015
29,86,35,50,no,0,no,yes,yes,0,14,no,7.67322,1,2149.993289598798
29,87,36,49,no,0,no,yes,yes,0,14,no,7.47307,1,1760.001605064064
29,88,37,49,no,0,no,yes,yes,0,14,no,7.56008,1,1919.9991071582995
30,82,17,47,no,0,yes,yes,no,0,12,no,6.19644,0,490.99797325707334
30,83,18,47,no,0,yes,yes,no,0,12,no,6.29895,0,544.0004097105212
30,84,19,48,no,0,yes,yes,no,0,12,no,6.3315,0,561.9989603607073
30,85,20,49,no,0,yes,yes,no,0,12,no,6.36303,0,580.0010999475734
30,86,21,49,no,0,yes,yes,no,0,12,no,6.48158,0,653.0018745851813
30,87,22,45,no,0,yes,yes,no,0,12,no,6.57786,0,718.9990237992304
30,88,23,49,no,0,yes,yes,no,0,12,no,6.64379,0,768.0002049426151
31,82,22,48,no,1,no,yes,yes,0,17,no,6.90575,1,997.9967302465157
31,83,23,48,no,1,no,yes,yes,0,17,no,6.90575,1,997.9967302465157
31,84,24,48,no,1,no,yes,yes,0,17,no,7.31322,1,1499.9994193646608
31,85,25,47,no,1,no,yes,yes,0,17,no,7.24423,1,1400.0034781596305
31,86,26,43,no,1,no,yes,yes,0,17,no,7.48437,1,1780.0024149523256
31,87,27,47,no,0,no,yes,yes,0,17,no,7.54961,1,1900.0015862070525
31,88,28,45,no,1,no,yes,yes,0,17,no,7.61332,1,2024.9899164553105
32,82,30,50,no,1,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
32,83,31,49,no,1,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
32,84,32,49,no,1,no,yes,yes,0,16,no,7.46737,1,1749.9981328952663
32,85,33,48,no,1,no,yes,yes,0,16,no,7.40853,1,1649.9990646241315
32,86,34,49,no,1,no,yes,yes,0,16,no,7.60589,1,2009.9999978832252
32,87,35,47,no,1,no,yes,yes,0,16,no,8.04879,1,3130.005372542569
32,88,36,47,no,1,no,yes,yes,0,16,no,7.74066,1,2299.989875612629
33,82,14,51,no,0,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
33,83,15,47,no,0,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
33,84,16,51,no,0,no,yes,yes,0,16,no,7.17012,1,1300.0005935156187
33,85,17,47,no,0,no,yes,yes,0,16,no,7.27932,1,1450.0016886497845
33,86,18,48,no,0,no,yes,yes,0,16,no,7.24065,1,1395.0004265136895
33,87,19,50,no,0,no,yes,yes,0,16,no,7.37776,1,1600.0017468363578
33,88,20,49,no,0,no,yes,yes,0,16,no,7.46737,1,1749.9981328952663
34,82,45,48,yes,0,yes,no,yes,0,8,no,5.7589,1,316.9994376814007
34,83,46,48,yes,0,yes,no,yes,0,8,no,5.86079,1,351.001325565984
34,84,47,48,yes,0,yes,no,yes,0,8,no,5.82305,1,338.0013873295869
34,85,48,49,yes,0,yes,no,yes,0,8,no,5.94803,1,382.9980891485794
34,86,49,50,yes,0,yes,no,yes,0,8,no,6.24804,1,516.9985138812779
34,87,50,48,yes,0,yes,no,yes,0,8,no,6.20658,1,496.00202034855056
34,88,51,46,yes,0,yes,no,yes,0,8,no,5.98394,1,397.00147656993113
35,82,8,30,yes,0,no,yes,yes,1,13,yes,6.51471,1,674.9981836634861
35,83,9,49,yes,1,no,yes,yes,1,13,yes,6.6107,1,743.0029387805165
35,84,10,48,yes,1,no,yes,yes,1,13,yes,6.39693,1,600.0002068703479
35,85,11,49,yes,1,no,yes,yes,1,13,yes,6.75227,1,855.9996780227295
35,86,12,34,yes,1,no,yes,yes,1,13,yes,6.88653,1,978.9983919639506
35,87,13,48,yes,1,no,yes,yes,1,13,yes,7.01212,1,1110.0052233322085
35,88,14,45,yes,1,no,yes,yes,1,13,yes,7.02554,1,1125.0018960332625
36,82,15,52,yes,0,yes,yes,yes,0,10,no,6.62007,1,749.9975951060887
36,83,16,47,no,0,yes,yes,yes,0,10,no,6.77422,1,874.996599443695
36,84,17,50,no,0,yes,no,yes,0,10,no,7.1309,1,1250.001462130421
36,85,18,50,no,0,yes,no,yes,0,10,no,7.08841,1,1198.0014631477702
36,86,19,48,no,0,yes,yes,yes,0,10,no,7.1309,1,1250.001462130421
36,87,20,50,no,0,yes,yes,yes,0,10,no,6.90776,1,1000.0047210290066
36,88,21,41,no,0,yes,yes,yes,0,10,no,7.18007,1,1313.0001650404386
37,82,12,52,no,0,no,yes,yes,0,14,no,6.90575,1,997.9967302465157
37,83,13,47,no,0,no,yes,yes,0,14,no,6.7417,1,846.9994116299141
37,84,14,50,no,0,no,yes,yes,0,14,no,7.00307,1,1100.0049953462344
37,85,15,49,no,0,no,yes,yes,0,14,no,7.1309,1,1250.001462130421
37,86,16,50,no,0,no,yes,yes,0,14,no,7.14283,1,1265.0032875348218
37,87,17,48,no,0,no,yes,yes,0,14,no,7.28276,1,1454.998283674874
37,88,18,49,no,0,no,yes,no,0,14,no,7.40914,1,1651.0058710983074
38,82,10,48,yes,1,no,no,yes,1,12,no,6.05209,1,425.0003532072695
38,83,11,49,yes,1,no,no,yes,1,12,no,6.05209,1,425.0003532072695
38,84,12,48,yes,1,no,no,yes,1,12,no,6.05209,1,425.0003532072695
38,85,13,48,yes,1,no,no,yes,1,12,no,6.36819,1,583.0016403599708
38,86,14,49,yes,1,no,no,yes,1,12,no,6.43615,1,623.9997701375192
38,87,15,48,no,1,no,no,yes,1,12,no,6.54965,1,698.999481178759
38,88,16,49,yes,1,no,no,yes,1,12,no,6.52209,1,679.9980972469588
39,82,6,47,no,0,no,yes,yes,0,13,no,6.47697,1,649.9984641235205
39,83,7,51,no,0,no,yes,no,0,13,no,6.58617,1,724.9988002313536
39,84,8,48,no,0,no,yes,no,0,13,no,6.47697,1,649.9984641235205
39,85,9,50,no,0,no,yes,no,0,13,no,6.52942,1,685.000795790838
39,86,10,50,no,0,no,yes,no,0,13,no,6.80239,1,899.9957130183304
39,87,11,52,no,0,no,yes,no,0,13,no,6.77992,1,879.9983214260188
39,88,12,51,no,0,no,yes,yes,0,13,no,6.80793,1,904.9955259626258
40,82,30,47,no,0,yes,no,yes,1,8,no,6.35784,1,576.9986922263088
40,83,31,39,no,0,yes,no,yes,1,8,no,6.49979,1,665.0019679667689
40,84,32,32,no,0,yes,no,yes,1,8,no,6.58203,1,722.0035097279098
40,85,33,35,no,0,yes,no,yes,1,8,no,6.69456,1,807.9983367166669
40,86,34,47,no,0,yes,no,yes,1,8,no,6.78784,1,886.9955807024122
40,87,35,45,no,0,yes,no,yes,1,8,no,6.90776,1,1000.0047210290066
40,88,36,47,no,0,yes,no,yes,1,8,no,7.35819,1,1568.9941119729192
41,82,20,50,no,0,yes,yes,yes,0,16,no,6.90575,1,997.9967302465157
41,83,21,50,no,0,yes,yes,yes,0,16,no,6.90575,1,997.9967302465157
41,84,22,50,no,0,yes,yes,yes,0,16,no,7.37776,1,1600.0017468363578
41,85,23,50,no,0,yes,yes,yes,0,16,no,7.49109,1,1792.004312390691
41,86,24,50,no,0,yes,yes,yes,0,16,no,7.57558,1,1949.9909294834015
41,87,25,48,no,0,yes,yes,yes,0,16,no,7.52833,1,1859.9967139274243
41,88,26,47,no,0,yes,yes,yes,0,16,no,7.745,1,2309.9935238874896
42,82,30,38,yes,1,no,yes,no,1,12,yes,6.2186,0,501.9999399147557
42,83,31,41,yes,0,no,yes,no,1,12,yes,6.49375,0,660.9974618629086
42,84,32,51,yes,0,no,yes,no,1,12,yes,6.58064,0,721.0006220178199
42,85,33,50,yes,1,no,yes,no,1,12,yes,6.6896,0,804.000587580326
42,86,34,42,yes,1,no,yes,no,1,12,yes,6.79347,0,892.0034497453025
42,87,35,50,yes,1,no,yes,no,1,12,yes,6.92461,0,1016.9975632215343
42,88,36,49,yes,1,no,yes,no,1,12,yes,7.02554,0,1125.0018960332625
43,82,5,49,no,0,no,yes,yes,0,16,no,6.68461,1,799.9986178668522
43,83,6,47,no,0,no,yes,yes,0,16,no,6.84375,1,938.0000478321625
43,84,7,48,no,0,no,yes,yes,0,16,no,6.90776,1,1000.0047210290066
43,85,8,49,no,0,no,yes,yes,0,16,no,7.00307,1,1100.0049953462344
43,86,9,46,no,0,no,yes,yes,0,16,no,7.1309,1,1250.001462130421
43,87,10,45,no,0,no,yes,yes,0,16,no,7.40853,1,1649.9990646241315
43,88,11,49,no,0,no,yes,yes,0,16,no,7.43838,1,1699.9939989352702
44,82,7,48,no,1,no,yes,yes,0,17,no,6.90575,1,997.9967302465157
44,83,8,48,no,1,no,yes,yes,0,17,no,6.90575,1,997.9967302465157
44,84,9,48,no,1,no,yes,yes,0,17,no,7.20786,1,1350.00017356617
44,85,10,47,no,1,no,yes,yes,0,17,no,7.31322,1,1499.9994193646608
44,86,11,46,no,1,no,yes,yes,0,17,no,7.43838,1,1699.9939989352702
44,87,12,46,no,1,no,yes,yes,0,17,no,7.49332,1,1796.004941050384
44,88,13,46,no,1,no,yes,yes,0,17,no,7.6009,1,1999.9950809218851
45,82,13,49,no,0,no,yes,no,0,13,no,6.22456,0,505.0007932165664
45,83,14,50,no,0,no,yes,no,0,13,no,6.33328,0,563.0002093573934
45,84,15,50,no,0,no,yes,no,0,13,no,6.30992,0,550.0009469762311
45,85,16,50,no,0,no,yes,no,0,13,no,6.47697,0,649.9984641235205
45,86,17,50,no,0,no,yes,no,0,13,no,6.63332,0,760.0011907078467
45,87,18,50,no,0,no,yes,no,0,13,no,6.68211,0,798.0011192358373
45,88,19,49,no,0,no,yes,no,0,13,no,6.65286,0,774.9976522547125
46,82,6,42,yes,0,no,no,yes,1,12,no,6.12687,1,458.0003736758558
46,83,7,44,yes,0,no,no,yes,1,12,no,6.23245,1,509.0010095767852
46,84,8,48,yes,0,no,no,yes,1,12,no,6.32615,1,559.0002945063773
46,85,9,47,yes,0,no,no,yes,1,12,no,6.32436,1,558.0005789915291
46,86,10,48,yes,0,no,no,yes,1,12,no,6.4677,1,644.0008203893187
46,87,11,47,no,0,no,no,yes,1,12,no,6.60665,1,739.9998622133335
46,88,12,47,yes,0,no,no,yes,1,12,no,6.55108,1,699.9997654696559
47,82,26,48,no,0,no,yes,yes,0,14,no,6.90575,1,997.9967302465157
47,83,27,49,no,0,no,yes,yes,0,14,no,6.90575,1,997.9967302465157
47,84,28,48,no,0,no,yes,yes,0,14,no,7.04752,1,1150.003195443549
47,85,29,48,no,0,no,yes,yes,0,14,no,7.09008,1,1200.0037970746978
47,86,30,48,no,0,no,yes,yes,0,14,no,7.20786,1,1350.00017356617
47,87,31,47,no,0,no,yes,yes,0,14,no,7.11802,1,1234.004683698667
47,88,32,48,no,0,no,yes,yes,0,14,no,7.09008,1,1200.0037970746978
48,82,26,50,no,1,no,yes,no,0,16,no,6.90575,1,997.9967302465157
48,83,27,50,no,1,no,yes,no,0,16,no,6.90575,1,997.9967302465157
48,84,28,50,no,1,no,yes,no,0,16,no,7.1309,1,1250.001462130421
48,85,29,50,no,1,no,yes,no,0,16,no,7.22621,1,1375.0013611122502
48,86,30,48,no,1,no,yes,yes,0,16,no,7.1309,1,1250.001462130421
48,87,31,41,no,1,no,yes,yes,0,16,no,7.31322,1,1499.9994193646608
