id,year,wage,hours,age,educ,exper,tenure,union,collgrad,married,never_married,black,south,cental_city
10,87,10.88,24,40,14,15.12,2,0,1,1,0,0,0,0
10,88,11.1,24,41,14,16.47,3.42,0,1,1,0,0,0,0
11,82,9.27,24,35,14,11.58,8.42,0,1,1,0,0,0,1
11,83,10.09,24,36,14,12.58,0,0,1,1,0,0,0,1
11,85,8.62,24,38,14,14.58,2,0,1,1,0,0,0,1
11,87,9.65,40,41,14,16.58,4.08,0,1,1,0,0,0,1
11,88,9.58,40,42,14,17.75,5.42,0,1,1,0,0,0,1
12,82,9.77,40,38,16,2.4,1.5,0,1,0,0,0,0,0
12,83,10.41,40,39,16,3.4,2.5,0,1,0,0,0,0,0
12,85,10.12,40,41,16,5.4,4.5,0,1,0,0,0,0,0
12,87,9.65,40,43,16,7.4,6.5,0,1,0,0,0,0,0
12,88,9.79,40,44,16,8.84,7.92,0,1,0,0,0,0,0
13,82,17.42,35,35,18,9.88,3.5,1,1,1,0,0,0,0
13,83,19.16,35,36,18,10.84,3.5,1,1,1,0,0,0,0
13,85,23.23,35,38,18,12.84,3.5,1,1,1,0,0,0,0
13,87,26.71,35,40,18,14.84,3.5,1,1,1,0,0,0,0
13,88,28.46,35,41,18,16.21,3.5,1,1,1,0,0,0,0
14,82,9.6,38,29,12,10.92,10.92,1,0,1,0,0,0,0
14,83,10.34,37,30,12,11.97,11.92,1,0,1,0,0,0,0
14,85,9.9,38,32,12,13.97,13.92,1,0,1,0,0,0,0
14,87,10.13,38,34,12,15.83,15.83,1,0,1,0,0,0,0
14,88,10.19,38,35,12,17.25,17.25,1,0,1,0,0,0,0
15,82,4.05,20,33,13,6.12,3.33,1,0,1,0,0,0,1
15,83,4.08,20,34,13,7.12,4.33,1,0,1,0,0,0,1
15,85,4.48,20,36,13,8.12,6.25,1,0,1,0,0,0,1
15,87,3.34,6,38,13,10.04,8.25,0,0,1,0,0,0,1
15,88,4.71,9,39,13,11.48,9.75,0,0,1,0,0,0,1
16,82,4,30,28,12,4.1,3.5,0,0,1,0,0,0,0
16,83,3.5,33,29,12,5.08,4.5,0,0,1,0,0,0,0
16,85,4.87,35,31,12,7.08,6.5,0,0,1,0,0,0,0
16,87,5.28,38,33,12,9.08,1.08,0,0,1,0,0,0,0
16,88,5.72,38,34,12,10.5,2.5,0,0,1,0,0,0,0
17,82,9.61,40,32,11,9.62,9.33,1,0,0,0,1,0,0
17,83,9.5,40,33,11,10.12,9.33,1,0,0,0,1,0,0
17,85,10,40,35,11,11.85,9.33,1,0,0,0,1,0,0
17,87,13.05,40,37,11,13.31,9.33,1,0,0,0,1,0,0
17,88,12.5,40,39,11,14.5,9.33,1,0,0,0,1,0,0
18,82,9.89,35,34,12,9.83,2.75,0,0,0,0,0,0,1
18,83,11.72,35,35,12,10.88,3.75,0,0,1,0,0,0,1
18,85,12.31,35,37,12,12.88,5.75,0,0,1,0,0,0,1
18,87,15.62,35,39,12,14.88,7.67,0,0,1,0,0,0,1
18,88,17.7,35,40,12,16.33,9.08,0,0,1,0,0,0,1
19,82,9.13,40,32,12,11,11,0,0,0,1,1,1,1
19,83,10.44,40,33,12,12,12,0,0,0,1,1,1,1
19,85,10.77,40,35,12,14.08,14.08,0,0,0,1,1,1,1
19,87,10.45,40,37,12,16.08,16.08,0,0,0,0,1,1,1
19,88,10.84,40,38,12,17.42,17.42,0,0,0,0,1,1,1
20,82,9.18,38,33,12,14.25,14.25,1,0,1,0,1,0,1
20,83,8.77,38,34,12,15.17,15.17,1,0,1,0,1,0,1
20,85,9.67,38,36,12,17.17,17.17,1,0,1,0,1,0,1
20,87,4.82,40,38,12,19.33,19.33,1,0,1,0,1,0,1
20,88,9.73,38,39,12,20.7,20.67,1,0,1,0,1,0,1
21,82,7.86,38,33,12,13.25,13.25,1,0,0,0,1,0,1
21,83,8.85,38,34,12,14.27,14.25,1,0,0,0,1,0,1
21,85,8.46,38,36,12,16.25,16.25,1,0,0,0,1,0,1
21,87,11,38,38,12,18.25,18.25,1,0,0,0,1,0,1
21,88,10.06,40,39,12,19.75,19.75,0,0,0,0,1,0,1
22,82,9.34,35,30,12,12.67,12.67,0,0,1,0,0,0,0
22,83,7.81,40,31,12,13.67,13.67,0,0,1,0,0,0,0
22,85,8.07,38,33,12,15.67,15.58,0,0,1,0,0,0,0
22,87,8.04,40,35,12,17.67,17.58,0,0,1,0,0,0,0
22,88,8.52,40,36,12,19.03,19,0,0,1,0,0,0,0
23,82,5.78,38,37,12,7.98,3.75,0,0,0,0,0,0,0
23,83,6.46,38,38,12,8.92,4.67,0,0,0,0,0,0,0
23,85,6.72,40,40,12,10.92,6.67,0,0,0,0,0,0,0
23,87,8.09,38,42,12,12.92,8.75,0,0,0,0,0,0,0
23,88,8.49,37,43,12,14.23,10.17,0,0,0,0,0,0,0
24,82,4.85,35,34,12,5.97,1.83,0,0,0,0,0,0,1
24,83,5,35,35,12,7.03,2.83,0,0,0,0,0,0,1
24,85,4.14,50,37,12,9.03,4.75,0,0,0,0,0,0,1
24,87,5.02,40,39,12,10.99,0.08,0,0,0,0,0,0,1
24,88,4.23,38,41,12,12.26,0.25,1,0,0,0,0,0,1
25,82,3.84,40,31,18,8.42,8.42,1,1,1,0,0,0,0
25,83,7.05,48,32,18,9,9,1,1,1,0,0,0,0
25,85,7.58,50,34,18,10.5,1.5,1,1,1,0,0,0,0
25,87,9.33,50,36,18,12.5,3.33,1,1,1,0,0,0,0
25,88,10.22,50,37,18,13.67,4.83,1,1,1,0,0,0,0
26,82,7.08,38,30,11,10.92,10.92,0,0,0,0,0,0,0
26,83,8.26,38,31,11,11.92,11.83,0,0,1,0,0,0,0
26,85,7.97,40,33,11,13.92,13.92,0,0,1,0,0,0,0
26,87,9.56,37,35,11,15.92,15.83,0,0,1,0,0,0,0
26,88,10.01,37,36,11,17.4,17.33,0,0,1,0,0,0,0
27,82,3.36,40,34,17,6.28,1.08,0,1,1,0,0,0,0
27,83,3.32,40,35,17,7.15,2.08,0,1,1,0,0,0,0
27,85,4.29,45,37,17,8.99,0.5,0,1,1,0,0,1,0
27,87,6.03,40,39,17,10.53,2.42,0,1,1,0,0,1,0
27,88,7.75,40,41,17,11.3,3.83,0,1,1,0,0,1,0
28,82,6.72,48,36,12,10.76,6.83,1,0,0,0,0,0,0
28,83,6.95,50,37,12,11.78,7.83,1,0,0,0,0,0,0
28,85,8.96,40,39,12,13.76,9.83,0,0,0,0,0,0,0
28,87,7.01,48,41,12,15.72,11.83,0,0,0,0,0,0,0
28,88,8.45,40,43,12,17.12,13.25,1,0,0,0,0,0,0
29,82,10,40,35,12,6.87,2,1,0,1,0,0,0,0
29,83,9.61,40,36,12,7.85,2.92,1,0,1,0,0,0,0
29,85,10.77,40,38,12,9.85,4.92,1,0,1,0,0,0,0
29,87,9.41,40,40,12,11.85,6.92,1,0,1,0,0,0,0
29,88,9.68,40,41,12,13.27,8.42,1,0,1,0,0,0,0
30,82,12.5,20,31,18,7.62,0.5,0,1,0,1,1,0,1
30,83,14.77,25,32,18,8.6,0.58,0,1,0,1,1,0,1
30,85,11.63,40,34,18,10.44,2.5,0,1,0,1,1,0,1
30,87,11.88,46,36,18,12.4,0.67,1,1,0,1,1,0,1
30,88,11.61,50,38,18,13.27,2.08,1,1,0,1,1,0,1
31,82,5.5,40,37,10,10.44,8,0,0,0,0,0,0,1
31,83,6.13,40,38,10,11.46,9,0,0,0,0,0,0,1
31,85,6.27,40,40,10,13.46,10.92,0,0,0,0,0,0,1
31,87,5.43,40,42,10,15.46,13,0,0,0,0,0,0,1
31,88,6.44,40,43,10,16.9,14.42,0,0,0,0,0,0,1
32,82,6,40,29,13,10.44,2.5,0,0,0,1,0,0,1
32,83,5.82,40,29,13,11.42,3.42,0,0,0,1,0,0,1
32,85,6.01,40,31,13,13.42,5.42,1,0,0,1,0,0,1
32,87,6.15,40,34,13,15.42,7.5,0,0,0,1,0,0,1
32,88,11.07,40,35,13,16.86,8.92,0,0,0,1,0,0,1
33,82,8.75,40,31,16,9.69,2.33,0,1,1,0,0,0,0
33,83,6.41,60,32,16,10.69,3.33,0,1,1,0,0,0,0
33,85,8.46,45,34,16,12.69,5.33,0,1,1,0,0,0,0
33,87,11,38,36,16,14.69,7.42,0,1,1,0,0,0,0
33,88,13.08,40,37,16,15.92,8.75,0,1,0,0,0,0,0
34,82,8.97,30,36,16,4.3,3.42,0,1,1,0,0,0,0
34,83,8.94,31,37,16,5.13,4.42,0,1,1,0,0,0,0
34,85,14.96,30,39,16,7.13,6.33,0,1,1,0,0,0,0
34,87,16.72,35,41,16,9.13,8.42,0,1,1,0,0,0,0
34,88,18.07,30,42,16,10.59,9.83,0,1,1,0,0,0,0
35,82,5.72,37,29,16,7.5,7.5,0,1,1,0,0,0,0
35,83,6.88,38,30,16,8.48,8.42,0,1,1,0,0,0,0
35,85,5.78,38,32,16,10.5,10.5,0,1,1,0,0,0,0
35,87,6.3,38,34,16,12.5,12.5,0,1,1,0,0,0,0
35,88,5.81,40,36,16,13.92,13.92,0,1,1,0,0,0,0
36,82,9.61,40,30,18,3.96,2.67,1,1,0,1,0,0,1
36,83,26.39,35,31,18,4.83,3.67,0,1,0,1,0,0,1
36,85,23.69,40,33,18,6.67,0.33,0,1,1,0,0,0,1
36,87,24.12,50,35,18,8.67,2.25,0,1,1,0,0,0,1
36,88,24.66,20,36,18,9.48,3.75,0,1,1,0,0,0,1
37,82,4.92,38,30,17,7.54,3.25,1,1,0,1,0,0,1
37,83,3.22,20,31,17,7.54,0,1,1,0,1,0,0,1
37,85,5.04,40,33,17,8.67,0.17,0,1,0,1,0,0,1
37,87,6.9,40,35,17,10.67,0.33,1,1,0,1,0,0,1
37,88,7.21,40,36,17,12.1,1.75,1,1,0,1,0,0,1
38,82,3,20,33,12,10.47,1.25,0,0,1,0,0,0,0
38,83,3.7,20,34,12,11.22,2.33,1,0,1,0,0,0,0
38,85,4.03,20,36,12,12.61,4.25,1,0,1,0,0,0,0
38,87,4.02,24,38,12,14.34,6.33,1,0,1,0,0,0,0
38,88,4.69,24,39,12,15.3,8.75,1,0,1,0,0,0,0
39,82,12.01,40,39,14,18.33,18.33,1,0,1,0,1,0,1
39,83,12.7,40,40,14,19.33,19.33,1,0,1,0,1,0,1
39,85,10.75,40,42,14,21.25,21.25,1,0,1,0,1,0,1
39,87,13.8,40,44,14,23.33,23.33,1,0,1,0,1,0,1
39,88,4.03,40,45,14,24.75,24.75,0,0,1,0,1,0,1
40,82,4.8,40,31,12,4.58,4.58,0,0,0,0,0,0,0
40,83,4.85,40,32,12,5.53,5.5,0,0,0,0,0,0,0
40,85,5.38,38,34,12,7.53,7.5,0,0,0,0,0,0,0
40,87,6.23,40,36,12,9.53,1,0,0,0,0,0,0,0
40,88,6.96,40,38,12,10.87,2.5,0,0,0,0,0,0,0
41,82,4.9,40,28,12,9.75,9.75,0,0,0,1,0,0,1
41,83,5.08,40,29,12,10.75,10.75,0,0,0,1,0,0,1
41,85,4.6,40,31,12,12.75,12.75,0,0,1,0,0,0,1
41,87,6.94,11,33,12,14.67,14.67,0,0,1,0,0,0,1
41,88,7.32,22,35,12,16.17,16.17,0,0,1,0,0,0,1
42,82,3.75,20,28,12,9.07,0.33,1,0,1,0,0,0,0
42,83,3.84,24,29,12,10.19,1.5,1,0,1,0,0,0,0
42,85,4.66,25,31,12,12.19,3.42,1,0,1,0,0,0,0
42,87,6.53,32,33,12,14.19,0.33,0,0,1,0,0,0,0
42,88,5.64,30,34,12,15.61,1.75,0,0,1,0,0,0,0
43,82,7.75,16,37,12,8.85,5,0,0,1,0,0,0,0
43,83,7.97,20,38,12,9.83,6,1,0,1,0,0,0,0
43,85,7.51,24,40,12,11.83,8,0,0,1,0,0,0,0
43,87,7.03,32,42,12,13.83,10,1,0,1,0,0,0,0
43,88,8.81,32,44,12,15.23,11.42,0,0,1,0,0,0,0
44,82,9.78,35,31,18,8.5,0,0,1,0,1,0,0,1
44,83,10.29,35,32,18,9.52,1.08,0,1,0,1,0,0,0
44,85,9.91,40,34,18,11.52,3.08,0,1,0,1,0,0,0
44,87,10.54,40,36,18,13.52,5.08,0,1,0,1,0,0,0
44,88,12.97,40,38,18,14.9,6.5,0,1,0,1,0,0,0
45,82,6.7,40,31,14,10.87,7,0,0,1,0,0,0,0
45,83,6.96,40,32,14,11.87,8,0,0,1,0,0,0,0
45,85,6.99,40,34,14,13.51,10,0,0,1,0,0,0,0
45,87,7.58,40,36,14,15.51,12.08,0,0,1,0,0,0,0
45,88,6.96,40,37,14,16.83,13.42,0,0,1,0,0,0,0
46,82,14.56,40,31,16,8.42,8.42,0,1,1,0,0,0,0
46,83,15.19,45,32,16,9.5,9.5,0,1,1,0,0,0,0
46,85,19.91,45,34,16,11.5,11.42,0,1,0,0,0,0,0
46,87,28.3,50,36,16,13.5,0.08,0,1,0,0,0,0,0
46,88,29.73,50,38,16,14.88,1.5,0,1,0,0,0,0,0
47,82,5.5,25,28,12,9.98,0.75,0,0,0,1,0,0,0
47,83,6.24,40,29,12,11.06,1,0,0,0,1,0,0,0
47,85,4.61,35,31,12,13.02,0.33,0,0,0,1,0,0,0
47,87,13.4,30,33,12,14.75,1.92,1,0,0,1,0,0,1
47,88,4.61,60,34,12,16.12,3.25,1,0,0,1,0,1,0
48,82,8.57,35,28,16,7.44,5.17,1,1,1,0,1,0,1
48,83,9.87,35,29,16,8.48,6.17,1,1,1,0,1,0,1
48,85,9.7,40,31,16,10.48,8.08,1,1,1,0,1,0,1
48,87,10.45,40,33,16,12.48,10.17,1,1,1,0,1,0,1
48,88,8.52,40,35,16,13.77,11.5,1,1,1,0,1,0,1
49,82,3.86,20,34,14,2.79,1.08,0,0,1,0,0,0,0
49,83,5.28,18,35,14,3.65,0.83,0,0,1,0,0,0,0
49,85,4.66,20,37,14,5.65,2.83,0,0,1,0,0,0,0
49,87,5.08,19,39,14,7.65,0,0,0,1,0,0,0,0
49,88,7.25,18,41,14,9.02,1.33,0,0,1,0,0,0,0
50,82,7.32,40,34,14,11.45,4.17,0,0,1,0,1,0,0
50,83,7.76,40,35,14,12.26,0.83,0,0,1,0,1,0,0
50,85,9.31,40,37,14,14.26,2.83,0,0,1,0,1,0,0
50,87,10.45,40,39,14,16.26,4.75,0,0,1,0,1,0,0
50,88,11.97,40,41,14,17.6,6.17,0,0,1,0,1,0,0
51,82,7.69,40,30,14,10.67,10.67,0,0,1,0,0,0,0
51,83,8.09,38,31,14,11.75,11.75,0,0,1,0,0,0,0
51,85,9.08,40,33,14,13.75,13.58,0,0,1,0,0,0,0
51,87,11.95,35,35,14,15.75,15.67,0,0,1,0,0,0,0
51,88,11.07,40,36,14,17.1,17,0,0,1,0,0,0,0
52,82,4.45,48,33,14,10.38,2,0,0,1,0,1,1,0
52,83,5.54,40,34,14,11.38,3,0,0,1,0,1,1,0
52,85,8.37,35,36,14,13.15,0.83,0,0,1,0,1,0,0
52,87,8.3,40,38,14,15.15,1,0,0,1,0,1,0,0
52,88,9.68,40,39,14,16.52,2.42,0,0,1,0,1,0,0
53,82,5.15,20,28,13,9.06,7.83,0,0,1,0,0,0,1
53,83,5.33,20,29,13,9.06,8.83,0,0,1,0,0,0,1
53,85,5.47,20,31,13,11.06,10.83,0,0,1,0,0,0,1
53,87,5.52,20,33,13,13.06,12.83,0,0,1,0,0,0,1
53,88,3.54,20,35,13,14.37,14.17,0,0,1,0,0,0,1
54,82,3.75,28,37,16,7.08,3.42,0,1,1,0,0,0,0
54,83,5.04,40,38,16,7.08,4.42,0,1,1,0,0,0,0
54,85,5.6,40,40,16,7.08,6.42,0,1,1,0,0,0,0
54,87,6.8,40,42,16,9.08,8.42,0,1,1,0,0,0,0
54,88,7.32,40,43,16,10.4,9.75,0,1,1,0,0,0,0
55,82,5.75,15,39,12,18.15,11.08,0,0,1,0,0,0,0
55,83,5.05,38,40,12,19.15,12.08,0,0,1,0,0,0,0
55,85,5.82,40,42,12,21.15,14.08,0,0,1,0,0,0,0
55,87,7.53,40,44,12,23.15,16.08,0,0,1,0,0,0,0
55,88,8.05,40,45,12,24.47,17.42,0,0,1,0,0,0,0
56,82,7.12,33,35,12,6.22,2.92,0,0,1,0,0,0,0
56,83,7.28,33,36,12,7.22,3.83,0,0,1,0,0,0,0
56,85,7.76,38,38,12,8.22,5.83,0,0,0,0,0,0,0
56,87,8.51,38,40,12,10.22,7.92,0,0,0,0,0,0,0
56,88,9.9,36,41,12,11.6,9.25,0,0,0,0,0,0,0
57,82,8.17,40,35,12,11.08,11.08,0,0,0,0,0,0,0
57,83,7.97,40,36,12,12.14,12.08,0,0,0,0,0,0,0
57,85,6.72,40,38,12,14,14,0,0,0,0,0,0,0
57,87,8.36,40,40,12,16.08,16.08,1,0,0,0,0,0,0
57,88,11.51,42,41,12,17.51,17.5,0,0,0,0,0,0,0
58,82,7.21,40,37,13,15.28,13.75,0,0,0,1,0,0,0
58,83,6.93,40,38,13,16.29,14.75,0,0,0,1,0,0,0
58,85,6.04,43,40,13,18.29,16.67,0,0,0,1,0,0,0
58,87,7,40,42,13,20.29,18.75,0,0,0,1,0,0,0
58,88,7.55,40,43,13,21.74,20.17,0,0,0,1,0,0,0
59,82,5.45,40,30,16,10.15,7.5,0,1,0,1,0,0,0
59,83,5.31,40,31,16,11,8.33,0,1,0,1,0,0,0
59,85,6.05,40,33,16,13,10.42,0,1,0,1,0,0,0
59,87,6.48,40,35,16,15,12.42,0,1,0,1,0,0,0
59,88,6.55,40,36,16,16.37,13.75,0,1,0,1,0,0,0
60,82,5.25,40,29,12,7.17,2.83,0,0,1,0,0,0,0
60,83,5.7,40,30,12,8.17,3.83,0,0,0,0,0,0,0
60,85,5.96,40,32,12,10.17,5.92,0,0,1,0,0,0,0
60,87,6.06,40,34,12,12.17,7.83,0,0,1,0,0,0,0
60,88,6.18,40,36,12,13.59,9.25,1,0,1,0,0,0,0
61,82,5.75,40,29,12,7.79,2.33,0,0,1,0,0,0,0
61,83,4.8,40,30,12,7.79,0.33,0,0,1,0,0,0,0
61,85,5.39,40,33,12,9.76,1,0,0,1,0,0,0,0
61,87,5.38,40,34,12,11.76,2.83,0,0,1,0,0,0,0
61,88,6.28,40,36,12,13.2,0.5,0,0,1,0,0,0,0
62,82,6.4,40,37,14,5.74,0.25,0,0,0,0,0,0,0
62,83,6.72,40,38,14,6.76,1.25,0,0,0,0,0,0,0
62,85,7.11,40,40,14,8.76,3.17,0,0,0,0,0,0,0
62,87,7.83,38,42,14,10.76,1,0,0,0,0,0,0,0
62,88,10.19,42,43,14,11.94,2.5,0,0,0,0,0,0,0
63,82,5,40,30,16,8.67,8.67,0,1,1,0,0,0,0
63,83,5.09,40,31,16,9.71,0,0,1,1,0,0,0,0
63,85,4.93,40,33,16,11.71,2,0,1,1,0,0,0,0
63,87,5.23,40,35,16,13.71,4.08,0,1,1,0,0,0,0
63,88,5.52,39,36,16,15.11,5.5,0,1,1,0,0,0,0
64,82,1.35,48,30,11,6.47,0.75,0,0,0,1,0,0,0
64,83,1.57,40,31,11,7.49,1.75,0,0,0,1,0,0,0
64,85,1.5,45,33,11,9.46,3.75,0,0,0,1,0,0,0
64,87,1.79,35,35,11,11.38,5.83,0,0,0,1,0,0,0
64,88,1.72,35,36,11,12.59,7.17,0,0,0,1,0,0,0
65,82,2.91,40,36,12,7.38,0.67,0,0,0,0,0,1,0
65,83,6.41,30,37,12,7.67,0.33,0,0,0,0,0,1,0
65,85,22.4,10,39,12,9.57,2.33,0,0,0,0,0,1,0
65,87,5.23,20,41,12,11.57,4.33,0,0,0,0,0,1,0
65,88,3.49,30,42,12,12.46,5.17,0,0,0,0,0,1,0
66,82,6.07,38,29,16,9.57,1.92,1,1,0,1,0,0,0
66,83,9.45,38,30,16,10.53,2.92,1,1,0,1,0,0,0
66,85,11.27,38,32,16,12.53,4.83,1,1,0,1,0,0,0
66,87,12.32,38,34,16,14.53,6.83,1,1,0,1,0,0,0
66,88,11.41,38,36,16,15.97,8.33,1,1,0,1,0,0,0
67,82,7,40,31,12,11.92,11.92,0,0,1,0,0,0,0
67,83,6.93,40,32,12,12.92,12.92,0,0,1,0,0,0,0
67,85,8.18,40,34,12,14.92,14.92,0,0,1,0,0,0,0
67,87,7.94,40,36,12,16.83,16.83,0,0,1,0,0,0,0
67,88,7.85,40,37,12,18.25,18.25,0,0,1,0,0,0,0
68,82,5,40,33,12,7.67,1.42,0,0,0,0,0,0,0
68,83,5.54,40,34,12,8.74,2.42,0,0,0,0,0,0,0
68,85,5.23,38,36,12,10.74,0.5,0,0,1,0,0,0,0
68,87,9.99,37,38,12,12.74,2.58,0,0,1,0,0,0,0
68,88,11.05,37,39,12,14.19,4,0,0,1,0,0,0,0
69,82,10,20,32,14,11.94,5.5,0,0,1,0,0,0,0
69,83,11.09,20,33,14,12.96,6.5,0,0,1,0,0,0,0
69,85,12.01,20,35,14,14.96,8.42,0,0,1,0,0,0,0
69,87,11.79,40,37,14,16.31,10.5,0,0,1,0,0,0,0
69,88,11.25,20,39,14,17.67,10.75,0,0,1,0,0,0,0
70,82,5.24,40,28,11,8.91,3.42,1,0,0,0,0,0,0
70,83,4.8,40,29,11,9.99,4.5,0,0,0,0,0,0,0
70,85,5.86,50,31,11,11.99,6.5,0,0,0,0,0,0,0
70,87,4.71,40,33,11,13.99,8.42,0,0,0,0,0,0,0
70,88,6.77,48,35,11,15.45,9.92,0,0,0,0,0,0,0
71,82,6,38,30,12,10.06,0.92,1,0,1,0,0,0,0
71,83,6.32,38,31,12,11.02,1.83,1,0,1,0,0,0,0
71,85,6.8,38,33,12,13.02,3.92,1,0,1,0,0,0,0
71,87,7.19,38,35,12,13.02,5.83,1,0,1,0,0,0,0
71,88,8.29,38,37,12,14.5,7.33,1,0,1,0,0,0,0
72,82,5.76,40,33,12,9.9,0.67,0,0,1,0,0,0,0
72,83,5.64,45,33,12,10.31,1.33,0,0,1,0,0,0,0
72,85,5.47,45,36,12,10.79,0.5,0,0,1,0,0,0,0
72,87,7.11,42,37,12,12.79,2.42,0,0,1,0,0,0,0
72,88,7.25,50,39,12,14.29,3.92,0,0,1,0,0,0,0
73,82,7.5,40,31,16,7.25,7.25,1,1,1,0,0,0,0
73,83,7.94,40,32,16,8.19,8.17,1,1,1,0,0,0,0
73,85,8.62,40,34,16,10.25,10.25,1,1,1,0,0,0,0
73,87,8.44,45,36,16,12.25,12.17,1,1,1,0,0,0,0
73,88,8.6,45,38,16,13.67,13.67,1,1,1,0,0,0,0
74,82,8.25,40,33,12,12,5.33,0,0,1,0,0,0,0
74,83,9.72,38,34,12,13.02,6.33,0,0,1,0,0,0,0
74,85,10.38,38,36,12,15.02,8.42,0,0,1,0,0,0,0
74,87,11.42,38,38,12,17.02,10.25,0,0,1,0,0,0,0
74,88,12.85,40,40,12,18.48,11.75,0,0,1,0,0,0,0
75,82,6.58,40,37,16,9.73,8,1,1,1,0,0,0,0
75,83,7.85,40,38,16,10.77,9,1,1,1,0,0,0,0
75,85,8.18,40,40,16,12.38,10.92,1,1,1,0,0,0,0
75,87,11.54,40,42,16,13.92,13,1,1,1,0,0,0,0
75,88,10.32,60,43,16,15.06,14.42,1,1,1,0,0,0,0
76,82,6.71,38,29,14,12.17,12.17,1,0,1,0,0,0,0
76,83,6.88,37,30,14,13.19,13.17,1,0,1,0,0,0,0
76,85,6.62,38,32,14,15.19,15.17,1,0,1,0,0,0,0
76,87,5.36,18,34,14,17.25,17.25,0,0,1,0,0,0,0
76,88,6.03,18,36,14,18.58,18.58,1,0,1,0,0,0,0
77,82,5.52,40,28,12,2.84,1.08,1,0,1,0,0,0,0
77,83,6.23,40,29,12,3.84,2.08,1,0,1,0,0,0,0
77,85,6.68,40,31,12,5.84,4.08,1,0,1,0,0,0,0
77,87,8.04,40,33,12,7.84,6.08,1,0,1,0,0,0,0
77,88,7.53,40,35,12,9.17,7.5,1,0,1,0,0,0,0
78,82,4.25,24,29,12,6.94,0.42,1,0,1,0,0,0,0
78,83,7,24,30,12,7.94,1.42,0,0,1,0,0,0,0
78,85,3.36,40,32,12,9.94,3.42,1,0,1,0,0,0,0
78,87,4.56,40,34,12,11.94,5.5,1,0,1,0,0,0,0
78,88,3.57,40,35,12,13.4,6.92,1,0,1,0,0,0,0
